cycle,actual_acc,actual_valid
1806,0,0
1807,0,0
1808,0,0
1809,0,0
1810,0,0
1811,0,0
1812,0,0
1813,0,0
1814,-1826,1
1815,-7962,1
1816,-17175,1
1817,-17175,0
1818,-18957,1
1819,-18517,1
1820,-18517,0
1821,-15877,1
1822,-15877,0
1823,-15877,0
1824,-16846,1
1825,-16846,0
1826,-16846,0
1827,-26071,1
1828,-26071,0
1829,-26071,0
1830,-26071,0
1831,-31726,1
1832,-31726,0
1833,-31513,1
1834,-31513,0
1835,-26178,1
1836,-29490,1
1837,-29490,0
1838,-29490,0
1839,-29490,0
1840,-29490,0
1841,-33962,1
1842,-33962,0
1843,-33962,0
1844,-33962,0
1845,-33962,0
1846,-33962,0
1847,-32398,1
1848,-32398,0
1849,-32398,0
1850,-32398,0
1851,-32398,0
1852,-32398,0
1853,-32398,0
1854,-35336,1
1855,-35336,0
1856,-35336,0
1857,-28028,1
1858,-28028,0
1859,-28028,0
1860,-28028,0
1861,-28028,0
1862,-28028,0
1863,-28028,0
1864,-28028,0
1865,-13160,1
1866,-13160,0
1867,0,0
1868,0,0
1869,0,0
1870,0,0
1871,0,0
1872,13970,1
1873,11370,1
1874,11370,0
1875,11370,0
1876,11302,1
1877,11302,0
1878,11302,0
1879,11302,0
1880,11302,0
1881,11302,0
1882,11302,0
1883,11302,0
1884,11302,0
1885,9651,1
1886,14209,1
1887,14209,0
1888,14209,0
1889,14209,0
1890,12285,1
1891,12285,0
1892,12285,0
1893,12285,0
1894,12285,0
1895,12285,0
1896,12285,0
1897,12285,0
1898,12285,0
1899,12285,0
1900,12285,0
1901,12285,0
1902,12285,0
1903,13937,1
1904,13937,0
1905,13937,0
1906,15533,1
1907,24042,1
1908,24042,0
1909,24042,0
1910,24042,0
1911,24042,0
1912,24042,0
1913,24042,0
1914,24042,0
1915,24042,0
1916,24042,0
1917,24024,1
1918,24024,0
1919,24024,1
1920,24024,0
1921,24024,0
1922,24024,0
1923,24024,0
1924,24024,0
1925,24024,0
1926,31836,1
1927,31836,0
1928,31836,0
1929,31836,0
1930,31836,0
1931,31836,0
1932,31836,0
1933,31836,0
1934,34021,1
1935,34021,0
1936,34021,0
1937,34021,0
1938,34021,0
1939,34021,0
1940,34671,1
1941,31451,1
1942,31451,0
1943,31451,0
1944,31451,0
1945,31451,0
1946,31451,0
1947,31451,0
1948,31451,0
1949,32235,1
1950,24670,1
1951,24670,0
1952,24670,0
1953,24670,0
1954,24670,0
1955,24670,0
1956,17780,1
1957,17780,0
1958,17780,0
1959,17780,0
1960,17780,0
1961,0,0
1962,0,0
1963,24,1
1964,24,0
1965,24,0
1966,24,0
1967,24,0
1968,-6339,1
1969,-6339,0
1970,-6339,0
1971,0,0
1972,880,1
1973,-272,1
1974,-272,0
1975,-3454,1
1976,-3454,0
1977,-3454,0
1978,-3454,0
1979,2132,1
1980,2132,0
1981,2132,0
1982,2132,0
1983,-6520,1
1984,-6520,0
1985,-6520,0
1986,-6520,0
1987,-6520,0
1988,-6520,0
1989,-7140,1
1990,-10640,1
1991,-19142,1
1992,-19142,0
1993,-23859,1
1994,-23859,0
1995,-32483,1
1996,-30551,1
1997,-30551,0
1998,-30551,0
1999,-35311,1
2000,-35311,0
2001,-35311,0
2002,-35311,0
2003,-35311,0
2004,-35311,0
2005,-35311,0
2006,-34735,1
2007,-34735,0
2008,-34735,0
2009,-34785,1
2010,-34785,0
2011,-34785,0
2012,-34785,0
2013,-34785,0
2014,-34785,0
2015,-34785,0
2016,-34785,0
2017,-29241,1
2018,-29241,0
2019,-25611,1
2020,-25611,0
2021,-25611,0
2022,-25611,0
2023,-25611,0
2024,-26019,1
2025,-26019,0
2026,-24271,1
2027,-28283,1
2028,-28283,0
2029,-28283,0
2030,-28283,0
2031,-26361,1
2032,-26361,0
2033,-25269,1
2034,-25131,1
2035,-25131,0
2036,0,0
2037,0,0
2038,5778,1
2039,5778,0
2040,5778,0
2041,5778,0
2042,5778,0
2043,-4656,1
2044,-4656,0
2045,-4486,1
2046,-2830,1
2047,-14330,1
2048,-14330,0
2049,-14330,0
2050,-14330,0
2051,-8534,1
2052,-8534,0
2053,-1142,1
2054,-1142,0
2055,-735,1
2056,-735,0
2057,-735,0
2058,-735,0
2059,-735,0
2060,409,1
2061,409,0
2062,409,0
2063,3443,1
2064,9563,1
2065,9563,0
2066,9563,0
2067,9563,0
2068,8018,1
2069,1622,1
2070,-8136,1
2071,-10924,1
2072,-14044,1
2073,-14044,0
2074,-18804,1
2075,-18804,0
2076,-18804,0
2077,-18804,0
2078,-18804,0
2079,-18804,0
2080,-18429,1
2081,-28808,1
2082,-29648,1
2083,-28298,1
2084,-28298,0
2085,-28298,0
2086,-28298,0
2087,-28298,0
2088,-28298,0
2089,-19926,1
2090,-19926,0
2091,-19926,0
2092,-19926,0
2093,-19926,0
2094,-19926,0
2095,-19926,0
2096,-19926,0
2097,-19926,0
2098,-19926,0
2099,-19926,0
2100,-20563,1
2101,-20563,0
2102,0,0
2103,0,0
2104,5456,1
2105,5456,0
2106,5456,0
2107,5456,0
2108,5456,0
2109,5456,0
2110,5456,0
2111,5456,0
2112,5456,0
2113,4406,1
2114,4406,0
2115,-7754,1
2116,4346,1
2117,4346,0
2118,4346,0
2119,4346,0
2120,4346,0
2121,4346,0
2122,4346,0
2123,5690,1
2124,5690,0
2125,5690,0
2126,5690,0
2127,5690,0
2128,5690,0
2129,8416,1
2130,8416,0
2131,8416,0
2132,8416,0
2133,8416,0
2134,-1972,1
2135,-1972,0
2136,-1972,0
2137,-3512,1
2138,-3512,0
2139,-3512,0
2140,-3512,0
2141,-3512,0
2142,-3512,0
2143,-3512,0
2144,-3512,0
2145,-3512,0
2146,-3512,0
2147,-3512,0
2148,-3269,1
2149,-8845,1
2150,-8845,0
2151,-8845,0
2152,-8845,0
2153,-8845,0
2154,-8845,0
2155,-8845,0
2156,-4901,1
2157,-5041,1
2158,-5041,0
2159,-5041,0
2160,-5041,0
2161,463,1
2162,463,0
2163,463,0
2164,463,0
2165,463,0
2166,10143,1
2167,10143,0
2168,10143,0
2169,10143,0
2170,10143,0
2171,0,0
2172,0,0
2173,0,0
2174,0,0
2175,0,0
2176,0,0
2177,0,0
2178,0,0
2179,0,0
2180,0,0
2181,0,0
2182,-6867,1
2183,-6867,0
2184,-6462,1
2185,-6462,0
2186,-6462,0
2187,-5681,1
2188,-5681,0
2189,-5681,0
2190,-5681,0
2191,-5681,0
2192,-5681,0
2193,-5681,0
2194,-5681,0
2195,1326,1
2196,1326,0
2197,1326,0
2198,4750,1
2199,4750,0
2200,4750,0
2201,7354,1
2202,5310,1
2203,-5290,1
2204,-11563,1
2205,-9579,1
2206,-9579,0
2207,-9579,0
2208,-9579,0
2209,-9579,0
2210,-9579,0
2211,-9579,0
2212,-16851,1
2213,-16842,1
2214,-25305,1
2215,-25305,0
2216,-25305,0
2217,-25305,0
2218,-25305,0
2219,-25305,0
2220,-25305,0
2221,-25305,0
2222,-25305,0
2223,-25305,0
2224,-25305,0
2225,-25305,0
2226,-25305,0
2227,-25305,0
2228,-25305,0
2229,-25305,0
2230,-25305,0
2231,-25305,0
2232,-25158,1
2233,-25158,0
2234,-25158,0
2235,-33594,1
2236,-33594,0
2237,-33958,1
2238,-33958,0
2239,-33958,0
2240,-33958,0
2241,-26585,1
2242,-26585,0
2243,-26585,0
2244,-26585,0
2245,0,0
2246,0,0
2247,11872,1
2248,15040,1
2249,14065,1
2250,14065,0
2251,15527,1
2252,15527,0
2253,15527,0
2254,24041,1
2255,24041,0
2256,0,0
2257,0,0
2258,1694,1
2259,1694,0
2260,1694,0
2261,1694,0
2262,396,1
2263,0,0
2264,0,0
2265,-1560,1
2266,-1560,0
2267,-1560,0
2268,0,0
2269,0,0
2270,-5778,1
2271,-3951,1
2272,-3951,0
2273,-3951,0
2274,-3951,0
2275,-3951,0
2276,-3951,0
2277,-3951,0
2278,-4335,1
2279,-4335,0
2280,-4335,0
2281,-4335,0
2282,-4335,0
2283,-695,1
2284,-695,0
2285,-695,0
2286,-695,0
2287,-1563,1
2288,-1563,0
2289,-1563,0
2290,-2625,1
2291,-2625,0
2292,-2625,0
2293,-2625,0
2294,-2625,0
2295,-2625,0
2296,-2625,0
2297,-2625,0
2298,-2625,0
2299,-6125,1
2300,-6125,0
2301,0,0
2302,-9270,1
2303,-10510,1
2304,-10510,0
2305,-10510,0
2306,-10510,0
2307,-10510,0
2308,-10510,0
2309,-10510,0
2310,-10510,0
2311,-8665,1
2312,-8665,0
2313,-8665,0
2314,-8665,0
2315,-8665,0
2316,-8665,0
2317,-9985,1
2318,-9985,0
2319,-9985,0
2320,-11539,1
2321,-11539,0
2322,-11539,0
2323,-11516,1
2324,-11516,0
2325,-11516,0
2326,-11516,0
2327,-11516,0
2328,-11516,0
2329,0,0
2330,6272,1
2331,6272,0
2332,6272,0
2333,6272,0
2334,6272,0
2335,6272,0
2336,6272,0
2337,6265,1
2338,6265,0
2339,6265,0
2340,287,1
2341,287,0
2342,287,0
2343,287,0
2344,-6445,1
2345,-6445,0
2346,-6445,0
2347,-6445,0
2348,-8156,1
2349,-8156,0
2350,-8156,0
2351,-8156,0
2352,-8156,0
2353,-5270,1
2354,-5270,0
2355,-5270,0
2356,-5422,1
2357,-5422,0
2358,-5422,0
2359,0,0
2360,0,0
2361,3390,1
2362,10356,1
2363,10356,0
2364,10356,0
2365,10356,0
2366,10356,0
2367,10356,0
2368,10356,1
2369,10356,0
2370,10356,0
2371,10356,0
2372,8340,1
2373,8340,0
2374,8340,0
2375,8340,0
2376,8340,0
2377,8340,0
2378,8340,0
2379,8340,0
2380,7020,1
2381,7020,0
2382,7020,0
2383,7020,0
2384,7020,0
2385,7020,0
2386,7020,0
2387,7020,0
2388,7020,0
2389,7020,0
2390,7020,0
2391,7020,0
2392,7020,0
2393,9572,1
2394,9572,0
2395,9572,0
2396,9572,0
2397,9572,0
2398,9572,0
2399,9572,0
2400,9572,0
2401,9572,0
2402,9572,0
2403,0,0
2404,5858,1
2405,5698,1
2406,5698,0
2407,0,0
2408,0,0
2409,0,0
2410,-1200,1
2411,-2170,1
2412,-2170,0
2413,-4023,1
2414,-4023,0
2415,-4023,0
2416,0,0
2417,0,0
2418,0,0
2419,3685,1
2420,6537,1
2421,6537,0
2422,6682,1
2423,858,1
2424,858,0
2425,858,0
2426,858,0
2427,858,0
2428,2216,1
2429,4716,1
2430,4076,1
2431,0,0
2432,3139,1
2433,3139,0
2434,-1978,1
2435,-1978,0
2436,-1378,1
2437,-1378,0
2438,13862,1
2439,13627,1
2440,13627,0
2441,9403,1
2442,0,0
2443,0,0
2444,-5520,1
2445,2280,1
2446,2280,0
2447,2280,0
2448,2280,0
2449,2280,0
2450,2280,0
2451,2280,0
2452,2280,0
2453,2280,0
2454,2280,0
2455,2280,0
2456,2280,0
2457,2280,0
2458,2280,0
2459,2280,0
2460,-5352,1
2461,-5352,0
2462,-5352,0
2463,-5352,0
2464,0,0
2465,975,1
2466,975,0
2467,0,0
2468,-252,1
2469,1608,1
2470,1356,1
2471,1356,0
2472,1356,0
2473,1356,0
2474,-5574,1
2475,-5574,0
2476,-5574,0
2477,-5574,0
2478,-8049,1
2479,-9001,1
2480,-9001,0
2481,-8649,1
2482,-8649,0
2483,-8649,0
2484,-8649,0
2485,-8649,0
2486,-8649,0
2487,-8649,0
2488,-8649,0
2489,-8649,0
2490,-8649,0
2491,-8649,0
2492,-12329,1
2493,-7593,1
2494,-11306,1
2495,-11306,0
2496,-11306,0
2497,-11306,0
2498,-11306,0
2499,-11306,0
2500,-4770,1
2501,-4770,0
2502,-4770,0
2503,-4770,0
2504,-4770,0
2505,-9918,1
2506,-9918,0
2507,-9918,0
2508,-9918,0
2509,-9918,0
2510,-9918,0
2511,-9918,0
2512,-3774,1
2513,-834,1
2514,-834,0
2515,-834,1
2516,-834,0
2517,-834,0
2518,-834,0
2519,-834,0
2520,-834,0
2521,-834,0
2522,-834,0
2523,-834,0
2524,-834,0
2525,-834,0
2526,-834,0
2527,-834,0
2528,-4299,1
2529,-5783,1
2530,-5783,0
2531,0,0
2532,0,0
2533,0,0
2534,0,0
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2539,0,0
2540,0,0
2541,-3403,1
2542,-3403,0
2543,-15866,1
2544,-15866,0
2545,-15866,0
2546,-15866,0
2547,-15866,0
2548,-15733,1
2549,-10857,1
2550,-10857,0
2551,-10857,0
2552,-10857,0
2553,-10857,0
2554,-10857,0
2555,-10857,0
2556,-10857,0
2557,-10857,0
2558,-10857,0
2559,-11409,1
2560,-11409,0
2561,-11409,0
2562,-11409,0
2563,-11409,0
2564,-11409,0
2565,-11409,0
2566,-11409,0
2567,-4561,1
2568,-4561,0
2569,-4561,0
2570,-4561,0
2571,-4561,0
2572,-4561,0
2573,-4561,0
2574,-4561,0
2575,-4561,0
2576,-5137,1
2577,-5137,0
2578,-5137,0
2579,-5137,0
2580,-10237,1
2581,-6772,1
2582,-6772,0
2583,-6772,0
2584,-6772,0
2585,-6772,0
2586,-6772,0
2587,-8444,1
2588,0,0
2589,-2093,1
2590,-2093,0
2591,-2093,0
2592,-2093,0
2593,0,0
2594,0,0
2595,0,0
2596,0,0
2597,-412,1
2598,50,1
2599,50,0
2600,50,0
2601,50,0
2602,0,0
2603,0,0
2604,0,0
2605,0,0
2606,0,0
2607,-3910,1
2608,-3910,0
2609,-3910,0
2610,0,0
2611,-350,1
2612,1522,1
2613,1522,0
2614,1522,0
2615,1522,0
2616,3247,1
2617,2767,1
2618,2767,0
2619,2767,0
2620,2767,0
2621,13631,1
2622,13631,0
2623,13631,0
2624,13631,0
2625,13631,0
2626,0,0
2627,0,0
2628,0,0
2629,-5290,1
2630,-5290,0
2631,-5290,0
2632,-5290,0
2633,-5290,0
2634,-5290,0
2635,-5290,0
2636,-5290,0
2637,0,0
2638,0,0
2639,0,0
2640,0,0
2641,0,0
2642,0,0
2643,0,0
2644,0,0
2645,0,0
2646,0,0
2647,0,0
2648,0,0
2649,0,0
2650,0,0
2651,1080,1
2652,4521,1
2653,-235,1
2654,-235,0
2655,-235,0
2656,0,0
2657,0,0
2658,3683,1
2659,3683,0
2660,3683,0
2661,-317,1
2662,-317,0
2663,-317,0
2664,-317,0
2665,-317,0
2666,-317,0
2667,-317,0
2668,-317,0
2669,2483,1
2670,2483,0
2671,2483,0
2672,2483,0
2673,2483,0
2674,2483,0
2675,2483,0
2676,2483,0
2677,2483,0
2678,2483,0
2679,2483,0
2680,2483,0
2681,2483,0
2682,2747,1
2683,2747,0
2684,1949,1
2685,2237,1
2686,2237,0
2687,2237,0
2688,2237,0
2689,2362,1
2690,-2216,1
2691,-2216,0
2692,-2216,0
2693,-2216,0
2694,-2216,0
2695,-2216,0
2696,-2216,0
2697,-2216,0
2698,-2216,0
2699,-1281,1
2700,-1281,0
2701,-1281,0
2702,-1995,1
2703,1380,1
2704,495,1
2705,0,0
2706,0,0
2707,0,0
2708,-976,1
2709,-976,0
2710,1152,1
2711,1152,0
2712,1152,0
2713,1152,0
2714,1152,0
2715,1152,0
2716,1152,0
2717,1152,0
2718,-9906,1
2719,-14570,1
2720,-14570,0
2721,-14570,0
2722,-14570,0
2723,-14570,0
2724,-14570,0
2725,-9045,1
2726,-9045,0
2727,-9045,0
2728,-9045,0
2729,-9045,1
2730,-9045,0
2731,-9045,0
2732,-9045,0
2733,-9045,0
2734,-9045,0
2735,-9045,0
2736,-9045,0
2737,-9045,0
2738,-9045,0
2739,-10527,1
2740,-10527,0
2741,-10437,1
2742,-7169,1
2743,-9275,1
2744,-9275,0
2745,-9275,0
2746,-9275,0
2747,-9275,0
2748,-9275,0
2749,-10494,1
2750,-10494,0
2751,-10494,0
2752,-10494,0
2753,-6572,1
2754,-4294,1
2755,-12754,1
2756,-8794,1
2757,-8794,0
2758,-9444,1
2759,-9444,0
2760,-1212,1
2761,-1212,0
2762,-1212,0
2763,-1212,0
2764,-1212,0
2765,-1212,0
2766,-1212,0
2767,-1212,0
2768,-1212,0
2769,5029,1
2770,4129,1
2771,-11121,1
2772,-11121,0
2773,-11121,0
2774,-11621,1
2775,-11621,0
2776,0,0
2777,0,0
2778,0,0
2779,396,1
2780,396,0
2781,396,0
2782,396,0
2783,396,0
2784,396,0
2785,396,0
2786,396,0
2787,396,0
2788,-4140,1
2789,-812,1
2790,-5980,1
2791,-10660,1
2792,-7888,1
2793,-7888,0
2794,5150,1
2795,5150,0
2796,5150,0
2797,5150,0
2798,740,1
2799,740,0
2800,-5210,1
2801,-5210,0
2802,-870,1
2803,-870,0
2804,0,0
2805,0,0
2806,-10810,1
2807,-23186,1
2808,-23186,0
2809,-23186,0
2810,-23186,0
2811,0,0
2812,0,0
2813,0,0
2814,0,0
2815,-2958,1
2816,-2958,0
2817,-2958,0
2818,-4522,1
2819,-4522,0
2820,1245,1
2821,4661,1
2822,1073,1
2823,-1321,1
2824,-199,1
2825,-199,0
2826,-199,0
2827,-199,0
2828,-199,0
2829,-199,0
2830,3821,1
2831,3821,0
2832,1475,1
2833,1475,0
2834,1475,0
2835,1475,0
2836,1475,0
2837,1475,0
2838,1475,0
2839,1475,0
2840,-2520,1
2841,-2520,0
2842,-2520,0
2843,-2520,0
2844,-2520,0
2845,-2520,0
2846,-2520,0
2847,-2520,0
2848,-2520,0
2849,-2520,0
2850,-2520,0
2851,-2520,0
2852,-2520,0
2853,-2520,0
2854,-2520,0
2855,-2520,0
2856,-2520,0
2857,-2520,0
2858,-2520,0
2859,-2520,0
2860,-2520,0
2861,-2520,0
2862,-2520,0
2863,-2520,0
2864,-2520,0
2865,-2520,0
2866,-8408,1
2867,-8408,0
2868,3208,1
2869,2776,1
2870,2776,0
2871,6676,1
2872,6676,0
2873,12976,1
2874,16760,1
2875,16760,0
2876,16760,0
2877,16760,0
2878,16760,0
2879,16760,0
2880,14555,1
2881,14555,0
2882,14555,0
2883,14555,0
2884,14555,0
2885,15765,1
2886,24498,1
2887,24498,0
2888,24498,0
2889,24498,0
2890,33054,1
2891,32452,1
2892,32452,0
2893,36448,1
2894,36448,0
2895,36448,0
2896,36448,0
2897,36448,0
2898,36448,0
2899,36448,0
2900,36448,0
2901,0,0
2902,-645,1
2903,-5370,1
2904,-4979,1
2905,-4979,0
2906,-1454,1
2907,-1454,0
2908,-1454,0
2909,-1454,0
2910,-1454,0
2911,-1454,0
2912,-1454,0
2913,-1454,0
2914,-2874,1
2915,-2874,0
2916,-2874,0
2917,-2874,0
2918,-2874,0
2919,-2874,0
2920,-2874,0
2921,-2874,0
2922,-2874,0
2923,-3738,1
2924,-3738,0
2925,-822,1
2926,-822,0
2927,0,0
2928,0,0
2929,3136,1
2930,3136,0
2931,3136,0
2932,3136,0
2933,3136,0
2934,3136,0
2935,5376,1
2936,5376,0
2937,5376,0
2938,5376,0
2939,5376,0
2940,5658,1
2941,5658,0
2942,5658,0
2943,5658,0
2944,5658,0
2945,5658,0
2946,5658,0
2947,5658,0
2948,5658,0
2949,5658,0
2950,5658,0
2951,0,0
2952,1904,1
2953,2027,1
2954,2027,0
2955,2027,0
2956,-8518,1
2957,-8518,0
2958,-8518,0
2959,-8518,0
2960,-18123,1
2961,-18123,0
2962,-18123,0
2963,-18123,0
2964,-18123,0
2965,-22023,1
2966,-22175,1
2967,-22175,0
2968,-22175,0
2969,-22175,0
2970,-22175,0
2971,-22175,0
2972,-14741,1
2973,0,0
2974,0,0
2975,0,0
2976,0,0
2977,0,0
2978,0,0
2979,0,0
2980,0,0
2981,0,0
2982,-12078,1
2983,-12078,0
2984,-12078,0
2985,-12078,0
2986,-12078,0
2987,-12078,0
2988,-12078,0
2989,-10258,1
2990,-10258,0
2991,-10258,0
2992,-6724,1
2993,-6754,1
2994,-6754,0
2995,-6754,0
2996,-6754,0
2997,0,0
2998,0,0
2999,0,0
3000,0,0
3001,-775,1
3002,-775,0
3003,0,0
3004,0,0
3005,0,0
3006,0,0
3007,0,0
3008,0,0
3009,0,0
3010,0,0
3011,0,0
3012,0,0
3013,0,0
3014,0,0
3015,0,0
3016,0,0
3017,0,0
3018,0,0
3019,0,0
3020,0,0
3021,4140,1
3022,-2182,1
3023,-9044,1
3024,-9520,1
3025,-9520,0
3026,-9520,0
3027,-9520,0
3028,-9520,0
3029,-12064,1
3030,-12064,0
3031,-13664,1
3032,0,0
3033,0,0
3034,0,0
3035,-10032,1
3036,-10032,0
3037,-10032,0
3038,-10032,0
3039,-10032,0
3040,-10032,0
3041,-10032,0
3042,-10032,0
3043,-10032,0
3044,-10032,0
3045,-12265,1
3046,-12265,0
3047,-12265,0
3048,-12265,0
3049,-12265,0
3050,-12265,0
3051,-12265,0
3052,-12265,0
3053,-12265,0
3054,-169,1
3055,-169,0
3056,-975,1
3057,-975,0
3058,-975,0
3059,-975,0
3060,3143,1
3061,3143,0
3062,3143,0
3063,3143,0
3064,3143,0
3065,2868,1
3066,2868,0
3067,2868,0
3068,2868,0
3069,2868,0
3070,2868,0
3071,2868,0
3072,2868,0
3073,2868,0
3074,2868,0
3075,2868,0
3076,12658,1
3077,12658,0
3078,12658,0
3079,13711,1
3080,13711,0
3081,13711,0
3082,13711,0
3083,13711,0
3084,13711,0
3085,13711,0
3086,13711,0
3087,13074,1
3088,13074,0
3089,13074,0
3090,13074,0
3091,13074,0
3092,13074,0
3093,13074,0
3094,13074,0
3095,13074,0
3096,13074,0
3097,13074,0
3098,13074,0
3099,13074,0
3100,13074,0
3101,13074,0
3102,8250,1
3103,4554,1
3104,4554,0
3105,4554,0
3106,4554,0
3107,4554,0
3108,4554,0
3109,4554,0
3110,4554,0
3111,4554,0
3112,4554,0
3113,4554,0
3114,4554,0
3115,4554,0
3116,13329,1
3117,13329,0
3118,13329,0
3119,13329,0
3120,13329,0
3121,15489,1
3122,14985,1
3123,11709,1
3124,11709,0
3125,11709,0
3126,11709,0
3127,11709,0
3128,0,0
3129,0,0
3130,0,0
3131,0,0
3132,7304,1
3133,0,0
3134,0,0
3135,0,0
3136,0,0
3137,0,0
3138,0,0
3139,0,0
3140,-12210,1
3141,-12210,0
3142,-12210,0
3143,-13746,1
3144,-13746,0
3145,-13746,0
3146,-13746,0
3147,-13746,0
3148,0,0
3149,0,0
3150,0,0
3151,0,0
3152,0,0
3153,0,0
3154,0,0
3155,0,0
3156,0,0
3157,-1271,1
3158,-1271,0
3159,-1271,0
3160,-1271,0
3161,-1271,0
3162,-620,1
3163,-620,0
3164,-620,0
3165,-620,0
3166,-620,0
3167,7080,1
3168,7080,0
3169,7080,0
3170,13878,1
3171,13878,0
3172,13878,0
3173,13878,0
3174,13878,0
3175,14080,1
3176,14080,0
3177,14080,0
3178,14080,0
3179,14080,0
3180,15391,1
3181,16759,1
3182,16759,0
3183,19151,1
3184,19151,0
3185,19151,0
3186,19151,0
3187,5744,1
3188,5744,0
3189,5744,0
3190,5744,0
3191,5744,0
3192,3544,1
3193,3544,0
3194,-2630,1
3195,-2630,0
3196,0,0
3197,0,0
3198,0,0
3199,-81,1
3200,-81,0
3201,0,0
3202,0,0
3203,0,1
3204,0,0
3205,0,0
3206,-1054,1
3207,-1054,0
3208,-1054,0
3209,-1054,0
3210,0,0
3211,-924,1
3212,-924,0
3213,-924,0
3214,-924,0
3215,-924,0
3216,-924,0
3217,-924,0
3218,8004,1
3219,8004,0
3220,3774,1
3221,3774,0
3222,3774,0
3223,3774,0
3224,3774,0
3225,4799,1
3226,2629,1
3227,7201,1
3228,7201,0
3229,7201,0
3230,7201,0
3231,8735,1
3232,8735,0
3233,8735,0
3234,8735,0
3235,8735,0
3236,8735,0
3237,8735,0
3238,8735,0
3239,8735,0
3240,9023,1
3241,9023,0
3242,9023,0
3243,9023,0
3244,5453,1
3245,5453,0
3246,5453,0
3247,5453,0
3248,5453,0
3249,5453,0
3250,5453,0
3251,5453,0
3252,5453,0
3253,5453,0
3254,5453,0
3255,5453,0
3256,5453,0
3257,5453,0
3258,5453,0
3259,5453,0
3260,5453,0
3261,5453,0
3262,5453,0
3263,10829,1
3264,10829,0
3265,10829,0
3266,11885,1
3267,11885,0
3268,6685,1
3269,6685,0
3270,14485,1
3271,14485,0
3272,14485,0
3273,14485,0
3274,14485,0
3275,14485,0
3276,18885,1
3277,21277,1
3278,24709,1
3279,31794,1
3280,31794,0
3281,31794,0
3282,31794,0
3283,31794,0
3284,31794,0
3285,31794,0
3286,31794,0
3287,31794,0
3288,31794,0
3289,31794,0
3290,31794,0
3291,40944,1
3292,40944,0
3293,40944,0
3294,40944,0
3295,46248,1
3296,46248,0
3297,47748,1
3298,47748,0
3299,47748,0
3300,47748,0
3301,59373,1
3302,59373,0
3303,59373,0
3304,59373,0
3305,51350,1
3306,51350,0
3307,46209,1
3308,46209,0
3309,46209,0
3310,46209,0
3311,46209,0
3312,49631,1
3313,49631,0
3314,49631,0
3315,49631,0
3316,49631,0
3317,49631,0
3318,49631,0
3319,49631,0
3320,49631,0
3321,49631,0
3322,49631,0
3323,49141,1
3324,46601,1
3325,46601,0
3326,46601,0
3327,47801,1
3328,47801,0
3329,48237,1
3330,48237,0
3331,53067,1
3332,52137,1
3333,52137,0
3334,52137,0
3335,0,0
3336,0,0
3337,0,0
3338,0,0
3339,0,0
3340,3388,1
3341,3388,0
3342,5602,1
3343,5602,0
3344,0,0
3345,-1992,1
3346,-1992,0
3347,-1992,0
3348,1792,1
3349,1792,0
3350,1792,0
3351,-1400,1
3352,-1400,0
3353,-1400,0
3354,420,1
3355,420,0
3356,420,0
3357,420,0
3358,420,0
3359,420,0
3360,420,0
3361,420,0
3362,420,0
3363,0,0
3364,0,0
3365,0,0
3366,0,0
3367,-2747,1
3368,-2747,0
3369,-2747,0
3370,-2027,1
3371,-2027,0
3372,-2027,0
3373,-4327,1
3374,-4187,1
3375,-4031,1
3376,-4031,0
3377,-4031,0
3378,-4031,0
3379,-4031,0
3380,-4031,0
3381,-3302,1
3382,-3302,0
3383,-3302,0
3384,-3302,0
3385,0,0
3386,0,0
3387,9150,1
3388,10228,1
3389,13364,1
3390,14594,1
3391,14594,0
3392,14594,0
3393,14594,0
3394,27594,1
3395,42707,1
3396,42707,0
3397,43422,1
3398,43422,0
3399,43422,0
3400,43422,0
3401,0,0
3402,0,0
3403,0,0
3404,0,0
3405,9775,1
3406,9775,0
3407,9775,0
3408,6697,1
3409,0,0
3410,0,0
3411,0,0
3412,0,0
3413,-775,1
3414,-775,0
3415,6031,1
3416,6031,0
3417,6031,0
3418,6031,0
3419,6031,0
3420,6031,0
3421,6031,0
3422,4981,1
3423,4981,0
3424,-787,1
3425,-787,0
3426,-787,0
3427,-787,0
3428,-787,0
3429,-787,0
3430,-787,0
3431,-262,1
3432,-262,0
3433,4320,1
3434,5820,1
3435,5820,0
3436,5820,0
3437,5820,0
3438,5820,0
3439,5820,0
3440,5820,0
3441,5820,0
3442,2768,1
3443,2768,0
3444,2768,0
3445,2768,0
3446,2768,0
3447,2193,1
3448,2193,0
3449,2193,0
3450,1545,1
3451,1545,0
3452,-7605,1
3453,4691,1
3454,0,0
3455,4410,1
3456,4410,0
3457,4410,0
3458,2210,1
3459,2210,0
3460,2210,0
3461,2210,0
3462,2210,0
3463,2210,0
3464,2210,0
3465,2210,0
3466,2822,1
3467,2822,0
3468,-2715,1
3469,-2715,0
3470,-2715,0
3471,-2715,0
3472,-2715,0
3473,-2715,0
3474,-2715,0
3475,-10738,1
3476,-10738,0
3477,-10738,0
3478,-10738,0
3479,-10738,0
3480,-10738,0
3481,-9352,1
3482,-9352,0
3483,-9352,0
3484,-9352,0
3485,-9352,0
3486,-13492,1
3487,-10258,1
3488,-10258,0
3489,-10258,0
3490,-10258,0
3491,-10258,0
3492,-10258,0
3493,-10258,0
3494,-10258,0
3495,-10258,0
3496,-10258,0
