cycle,actual_acc,actual_valid
3497,-18406,1
3498,0,0
3499,-5400,1
3500,-5400,0
3501,-5400,0
3502,-5400,0
3503,0,0
3504,0,0
3505,0,0
3506,0,0
3507,0,0
3508,0,0
3509,0,0
3510,4560,1
3511,4560,0
3512,4560,0
3513,0,0
3514,-1020,1
3515,-30,1
3516,-30,0
3517,-30,0
3518,-30,0
3519,-30,0
3520,-30,0
3521,-30,0
3522,-30,0
3523,-30,0
3524,-30,0
3525,-30,0
3526,-30,0
3527,-30,0
3528,-30,0
3529,-30,0
3530,-30,0
3531,100,1
3532,100,0
3533,100,0
3534,100,0
3535,100,0
3536,100,0
3537,11908,1
3538,11908,0
3539,11908,0
3540,11908,0
3541,11908,0
3542,6028,1
3543,6028,0
3544,1056,1
3545,1056,0
3546,792,1
3547,792,0
3548,792,0
3549,792,0
3550,792,0
3551,792,0
3552,4752,1
3553,4752,0
3554,4752,0
3555,4752,0
3556,4752,0
3557,4752,0
3558,4752,0
3559,4752,0
3560,12125,1
3561,12125,0
3562,12125,0
3563,13147,1
3564,13147,0
3565,13147,0
3566,13147,0
3567,13147,0
3568,13147,0
3569,22543,1
3570,22543,0
3571,22543,0
3572,17207,1
3573,17207,0
3574,17207,0
3575,15307,1
3576,24323,1
3577,24323,0
3578,24323,0
3579,24323,0
3580,26603,1
3581,26603,0
3582,26603,0
3583,32968,1
3584,32968,0
3585,32968,0
3586,32968,0
3587,32968,0
3588,38663,1
3589,38663,0
3590,38663,0
3591,39349,1
3592,39349,0
3593,39349,0
3594,51005,1
3595,51005,0
3596,51005,0
3597,51005,0
3598,51005,0
3599,51869,1
3600,51869,0
3601,51869,0
3602,51869,0
3603,54039,1
3604,54039,0
3605,58395,1
3606,58395,0
3607,58395,0
3608,58395,0
3609,58493,1
3610,58493,0
3611,58493,0
3612,58493,0
3613,58493,0
3614,58493,0
3615,58493,0
3616,58493,0
3617,58493,0
3618,63433,1
3619,63433,0
3620,63433,0
3621,63433,0
3622,65875,1
3623,65875,0
3624,65875,0
3625,67604,1
3626,67604,0
3627,67604,0
3628,67604,0
3629,65804,1
3630,59259,1
3631,59259,0
3632,52714,1
3633,0,0
3634,0,0
3635,0,0
3636,0,0
3637,5040,1
3638,5040,0
3639,5040,0
3640,5040,0
3641,5040,0
3642,5040,0
3643,5040,0
3644,5040,0
3645,5040,0
3646,5040,0
3647,0,0
3648,0,0
3649,0,0
3650,0,0
3651,6806,1
3652,0,0
3653,0,0
3654,667,1
3655,667,0
3656,667,0
3657,0,0
3658,-1242,1
3659,-1242,0
3660,-1242,0
3661,-1219,1
3662,-1219,0
3663,-1219,0
3664,-5681,1
3665,-5681,0
3666,-12583,1
3667,-12487,1
3668,-3874,1
3669,-3874,0
3670,-3874,0
3671,-3874,0
3672,-3874,0
3673,-3874,0
3674,-12344,1
3675,-12344,0
3676,-12344,0
3677,-12344,0
3678,-12344,0
3679,-12344,0
3680,-12344,0
3681,-14684,1
3682,-21110,1
3683,-21110,0
3684,-14620,1
3685,-14620,0
3686,-14620,0
3687,-14620,0
3688,-14620,0
3689,-14620,0
3690,-14620,0
3691,-14620,0
3692,-14620,0
3693,-14620,0
3694,-14620,0
3695,-14620,0
3696,-14620,0
3697,-14620,0
3698,-14620,0
3699,-14620,0
3700,-18122,1
3701,-18122,0
3702,-18122,0
3703,-16986,1
3704,-16986,0
3705,-16986,0
3706,-13584,1
3707,-13584,0
3708,-13584,0
3709,-13584,0
3710,-19854,1
3711,-19854,0
3712,-19854,0
3713,0,0
3714,0,0
3715,215,1
3716,10259,1
3717,10259,0
3718,10259,0
3719,6499,1
3720,6499,0
3721,6499,0
3722,6499,0
3723,6499,0
3724,6499,0
3725,6499,0
3726,6499,0
3727,6499,0
3728,3801,1
3729,3801,0
3730,3801,0
3731,3801,0
3732,3801,0
3733,1128,1
3734,1128,0
3735,1128,0
3736,1128,0
3737,1128,0
3738,2168,1
3739,2168,0
3740,2168,0
3741,8274,1
3742,8274,0
3743,8274,0
3744,677,1
3745,677,0
3746,677,0
3747,677,0
3748,677,0
3749,0,0
3750,10824,1
3751,8824,1
3752,8824,0
3753,8824,0
3754,11272,1
3755,11272,0
3756,11272,0
3757,11272,0
3758,11272,0
3759,11272,0
3760,11524,1
3761,11524,0
3762,18724,1
3763,15026,1
3764,16560,1
3765,16560,0
3766,16560,0
3767,16560,0
3768,16560,0
3769,16560,0
3770,16560,0
3771,8682,1
3772,8682,0
3773,8682,0
3774,8682,0
3775,8682,0
3776,7194,1
3777,7194,0
3778,7194,0
3779,7194,0
3780,7194,0
3781,7194,0
3782,7194,0
3783,7194,0
3784,7194,0
3785,7194,0
3786,7194,0
3787,14187,1
3788,14187,0
3789,14187,0
3790,14187,0
3791,12793,1
3792,15673,1
3793,15673,0
3794,15673,0
3795,15673,0
3796,19379,1
3797,33421,1
3798,33421,0
3799,33421,0
3800,33421,0
3801,33421,0
3802,41621,1
3803,41621,0
3804,41621,0
3805,41621,0
3806,41621,0
3807,41621,0
3808,41621,0
3809,41621,0
3810,38371,1
3811,0,0
3812,-12120,1
3813,-12120,0
3814,-18820,1
3815,-18820,0
3816,-18820,0
3817,0,0
3818,0,0
3819,0,0
3820,0,0
3821,3712,1
3822,3712,0
3823,3712,0
3824,3712,0
3825,3712,0
3826,3712,0
3827,3712,0
3828,3712,0
3829,3712,0
3830,3712,0
3831,3712,0
3832,3712,0
3833,3712,0
3834,3712,0
3835,3712,0
3836,-1418,1
3837,-854,1
3838,-854,0
3839,-3689,1
3840,-3689,0
3841,-3689,0
3842,-15506,1
3843,-13534,1
3844,-10986,1
3845,-10986,0
3846,-10986,0
3847,-10986,0
3848,-10986,0
3849,-10986,0
3850,-10986,0
3851,-3386,1
3852,-3386,0
3853,-3386,0
3854,-3386,0
3855,-2954,1
3856,-2954,0
3857,-575,1
3858,-575,0
3859,-575,0
3860,-575,0
3861,3075,1
3862,1425,1
3863,1425,0
3864,4977,1
3865,4977,0
3866,4977,0
3867,4977,0
3868,4977,0
3869,4977,0
3870,4977,0
3871,16908,1
3872,16908,0
3873,16908,0
3874,16908,0
3875,0,0
3876,0,0
3877,0,0
3878,-5852,1
3879,-5852,0
3880,-7022,1
3881,-7022,0
3882,-6666,1
3883,-6666,0
3884,-6666,0
3885,-6666,0
3886,-6666,0
3887,-17682,1
3888,-17682,0
3889,-17682,0
3890,-17682,0
3891,-16923,1
3892,-16923,0
3893,-20628,1
3894,-20628,0
3895,-19154,1
3896,-19154,0
3897,-19154,0
3898,-19154,0
3899,-19154,0
3900,-19154,0
3901,-19154,0
3902,-15046,1
3903,-15046,0
3904,-15046,0
3905,-15046,0
3906,-15046,0
3907,-15046,0
3908,-16810,1
3909,-16810,0
3910,-20074,1
3911,-12482,1
3912,-12482,0
3913,-4482,1
3914,-4482,0
3915,-4222,1
3916,5762,1
3917,5762,0
3918,5762,0
3919,5762,0
3920,5762,0
3921,5762,0
3922,5762,0
3923,5762,0
3924,5762,0
3925,5762,0
3926,5762,0
3927,5762,0
3928,5762,0
3929,5762,0
3930,5762,0
3931,0,0
3932,0,0
3933,0,0
3934,969,1
3935,7129,1
3936,7129,0
3937,-2531,1
3938,-2477,1
3939,-1685,1
3940,-1685,0
3941,-1685,0
3942,-1685,0
3943,-1685,0
3944,-1685,0
3945,-1685,0
3946,-1685,0
3947,-1685,0
3948,-1685,0
3949,-1685,0
3950,-2585,1
3951,-2505,1
3952,-2505,0
3953,-2505,0
3954,-2505,0
3955,-2505,0
3956,-2505,0
3957,-2505,0
3958,-2505,0
3959,-2505,0
3960,-7103,1
3961,-7103,0
3962,-7103,0
3963,-7103,0
3964,-14004,1
3965,-14004,0
3966,-20179,1
3967,-20179,0
3968,-20179,0
3969,-20179,0
3970,-19403,1
3971,-19403,0
3972,-19403,0
3973,-19403,0
3974,-19403,0
3975,-19403,0
3976,-20313,1
3977,-20313,0
3978,-20313,0
3979,-20313,0
3980,-20313,0
3981,-20313,0
3982,-20313,0
3983,-19497,1
3984,-19497,0
3985,-19497,0
3986,-19497,0
3987,-19497,0
3988,-16617,1
3989,-17477,1
3990,-17477,0
3991,-17477,0
3992,-17841,1
3993,-12176,1
3994,-12176,0
3995,-12456,1
3996,-7946,1
3997,-7946,0
3998,-7946,0
3999,-7946,0
4000,-7946,0
4001,-7946,0
4002,-7946,0
4003,-2917,1
4004,-2917,0
4005,7027,1
4006,7027,0
4007,7027,0
4008,7027,0
4009,7027,0
4010,7027,0
4011,-1784,1
4012,-2270,1
4013,-2270,0
4014,3505,1
4015,9931,1
4016,9931,0
4017,9931,0
4018,0,0
4019,0,0
4020,0,0
4021,0,0
4022,0,0
4023,-4140,1
4024,-4140,0
4025,-4140,0
4026,-4140,0
4027,-4140,0
4028,-4140,0
4029,-4140,0
4030,-4140,0
4031,-11436,1
4032,-11436,0
4033,-11436,0
4034,-11436,0
4035,-11436,0
4036,-11402,1
4037,-11402,0
4038,-11402,0
4039,0,0
4040,174,1
4041,174,0
4042,0,0
4043,0,0
4044,0,0
4045,0,0
4046,0,0
4047,0,0
4048,-8610,1
4049,-8610,0
4050,-8610,0
4051,2562,1
4052,2562,0
4053,2562,0
4054,2562,0
4055,2562,0
4056,2562,0
4057,9816,1
4058,9816,0
4059,9816,0
4060,2760,1
4061,2760,0
4062,2760,0
4063,2760,0
4064,2760,0
4065,2760,0
4066,2760,0
4067,2760,0
4068,2760,0
4069,-9105,1
4070,-9105,0
4071,-9105,0
4072,-9105,0
4073,-9105,0
4074,-9105,0
4075,-9105,0
4076,-9105,0
4077,-9105,0
4078,-9105,0
4079,-16905,1
4080,-16905,0
4081,-17649,1
4082,-21369,1
4083,-21369,0
4084,-26369,1
4085,-25632,1
4086,-24436,1
4087,-24436,0
4088,-24436,0
4089,-24436,0
4090,-24436,0
4091,-24436,0
4092,-24436,0
4093,-24436,0
4094,-21396,1
4095,-21396,0
4096,-21396,0
4097,-21396,0
4098,-17868,1
4099,-17868,0
4100,-17868,0
4101,-17868,0
4102,-22764,1
4103,0,0
4104,0,0
4105,-6474,1
4106,-6474,0
4107,-6474,0
4108,-6474,0
4109,-6474,0
4110,-6474,0
4111,-6474,0
4112,-8778,1
4113,-10135,1
4114,-10135,0
4115,-10135,0
4116,-10135,0
4117,-9787,1
4118,-9787,0
4119,-9787,0
4120,-9787,0
4121,-8987,1
4122,-10499,1
4123,-22598,1
4124,-22598,0
4125,-22598,0
4126,-18230,1
4127,-17138,1
4128,0,0
4129,0,0
4130,0,0
4131,0,0
4132,0,0
4133,-64,1
4134,-64,0
4135,-64,0
4136,-64,0
4137,-64,0
4138,-64,0
4139,-64,0
4140,-64,0
4141,-64,0
4142,-64,0
4143,-64,0
4144,-64,0
4145,-4296,1
4146,-4296,0
4147,-4296,0
4148,-7221,1
4149,-15435,1
4150,-15435,0
4151,-14580,1
4152,0,0
4153,-749,1
4154,-749,0
4155,-749,0
4156,-749,0
4157,-5402,1
4158,-5402,0
4159,-5402,0
4160,-5402,0
4161,-5402,0
4162,-3842,1
4163,-3842,0
4164,-3842,0
4165,-3842,0
4166,1527,1
4167,1527,0
4168,1527,0
4169,1527,0
4170,4686,1
4171,4686,0
4172,4686,0
4173,-258,1
4174,-258,0
4175,-258,0
4176,-769,1
4177,-769,0
4178,-769,0
4179,5426,1
4180,2682,1
4181,2682,0
4182,2682,0
4183,2682,0
4184,5118,1
4185,2904,1
4186,2904,0
4187,2904,0
4188,2904,0
4189,2904,0
4190,2904,0
4191,2904,0
4192,4232,1
4193,4881,1
4194,4881,0
4195,4881,0
4196,7626,1
4197,7626,0
4198,5078,1
4199,5078,0
4200,5078,0
4201,5170,1
4202,5170,0
4203,5170,0
4204,5075,1
4205,5075,0
4206,15107,1
4207,16419,1
4208,16419,0
4209,28035,1
4210,28035,0
4211,28035,0
4212,28035,0
4213,28035,0
4214,26268,1
4215,26268,0
4216,24668,1
4217,24668,0
4218,37966,1
4219,37966,0
4220,37966,0
4221,37966,0
4222,37966,0
4223,37865,1
4224,37865,0
4225,37865,0
4226,37865,0
4227,37865,0
4228,37865,0
4229,37865,0
4230,37865,0
4231,37865,0
4232,37865,0
4233,37865,0
4234,37865,0
4235,37865,0
4236,37865,0
4237,37865,0
4238,37865,0
4239,37865,0
4240,37865,0
4241,35657,1
4242,35657,0
4243,32612,1
4244,32612,0
4245,29452,1
4246,30778,1
4247,30778,0
4248,30778,0
4249,30778,0
4250,30778,0
4251,30778,0
4252,30778,0
4253,30778,0
4254,30778,0
4255,30778,0
4256,30778,0
4257,30778,0
4258,30778,0
4259,40618,1
4260,40618,0
4261,40618,0
4262,40618,0
4263,40618,0
4264,40618,0
4265,40618,0
4266,40618,0
4267,40618,0
4268,40618,0
4269,0,0
4270,0,0
4271,8190,1
4272,8190,0
4273,8190,0
4274,8190,0
4275,7908,1
4276,7908,0
4277,7908,0
4278,7908,0
4279,2958,1
4280,2958,0
4281,2958,0
4282,2958,0
4283,0,0
4284,0,0
4285,0,0
4286,0,0
4287,0,0
4288,-9215,1
4289,-9215,0
4290,-9215,0
4291,-9215,0
4292,-9215,0
4293,-9215,0
4294,-9215,0
4295,-9215,0
4296,-9215,0
4297,-9215,0
4298,-9215,0
4299,-9215,0
4300,1081,1
4301,1081,0
4302,1081,0
4303,1081,0
4304,0,0
4305,0,0
4306,0,0
4307,-19,1
4308,-19,0
4309,3653,1
4310,3653,0
4311,12163,1
4312,12163,0
4313,12163,0
4314,12163,0
4315,12163,0
4316,12163,0
4317,12163,0
4318,12163,0
4319,12163,0
4320,12163,0
4321,3451,1
4322,3451,0
4323,3451,0
4324,-1690,1
4325,2300,1
4326,4156,1
4327,4156,0
4328,4156,0
4329,4156,0
4330,1608,1
4331,1608,0
4332,1608,0
4333,1608,0
4334,1608,0
4335,1608,0
4336,0,0
4337,-12348,1
4338,-12348,0
4339,-12348,0
4340,-11116,1
4341,-11116,0
4342,-11347,1
4343,-11347,0
4344,-11347,0
4345,-11347,0
4346,-11347,0
4347,-11347,0
4348,-11347,0
4349,-11347,0
4350,-11347,0
4351,-11347,0
4352,-15343,1
4353,-12355,1
4354,-12355,0
4355,-12355,0
4356,-12355,0
4357,-12355,0
4358,-7757,1
4359,-7757,0
4360,-7757,0
4361,-7757,0
4362,-7757,0
4363,-568,1
4364,-568,0
4365,-568,0
4366,-568,0
4367,3345,1
4368,3345,0
4369,3345,0
4370,3345,0
4371,3345,0
4372,1041,1
4373,11821,1
4374,0,0
4375,0,0
4376,0,0
4377,0,0
4378,0,0
4379,0,0
4380,0,0
4381,0,0
4382,0,0
4383,8715,1
4384,8715,0
4385,8412,1
4386,8412,0
4387,8412,0
4388,8313,1
4389,8313,0
4390,8313,0
4391,8313,0
4392,12912,1
4393,12912,0
4394,12912,0
4395,18639,1
4396,18639,0
4397,18639,0
4398,18639,0
4399,18639,0
4400,18639,0
4401,18639,0
4402,0,0
4403,0,0
4404,0,0
4405,0,0
4406,0,0
4407,0,0
4408,-2698,1
4409,-1617,1
4410,-1617,0
4411,-1617,0
4412,-1617,0
4413,-1617,0
4414,-1617,0
4415,-1617,0
4416,-1617,0
4417,-1617,0
4418,-1617,0
4419,-1617,0
4420,-1617,0
4421,-1617,0
4422,-1617,0
4423,0,0
4424,0,0
4425,2046,1
4426,2046,0
4427,2046,0
4428,2046,0
4429,2046,0
4430,4041,1
4431,5256,1
4432,5256,0
4433,5256,0
4434,5256,0
4435,5304,1
4436,5304,0
4437,5304,0
4438,5304,0
4439,12264,1
4440,13864,1
4441,6115,1
4442,6115,0
4443,6115,0
4444,14123,1
4445,14123,0
4446,14123,0
4447,14123,0
4448,14123,0
4449,14123,0
4450,20731,1
4451,20731,0
4452,20731,0
4453,20731,0
4454,20731,0
4455,20731,0
4456,20731,1
4457,20731,0
4458,20731,0
4459,20731,0
4460,23251,1
4461,18155,1
4462,18155,0
4463,18155,0
4464,13276,1
4465,13276,0
4466,13276,0
4467,13276,0
4468,13276,0
4469,13276,0
4470,13276,0
4471,13276,0
4472,13276,0
4473,6577,1
4474,8137,1
4475,8137,0
4476,8137,0
4477,0,0
4478,0,0
4479,0,0
4480,0,0
4481,-2160,1
4482,-2160,0
4483,-2160,0
4484,-2160,0
4485,-2160,0
4486,-5820,1
4487,-1062,1
4488,-1062,0
4489,-1062,0
4490,-1062,0
4491,-1062,0
4492,4034,1
4493,4034,0
4494,8990,1
4495,8990,0
4496,0,0
4497,0,0
4498,0,0
4499,0,0
4500,12954,1
4501,12954,0
4502,12954,0
4503,22169,1
4504,22169,0
4505,22169,0
4506,22169,0
4507,22169,0
4508,22169,0
4509,22169,0
4510,27597,1
4511,27597,0
4512,27597,0
4513,27597,0
4514,34573,1
4515,34573,0
4516,34573,0
4517,0,0
4518,0,0
4519,0,0
4520,-10528,1
4521,0,0
4522,0,0
4523,0,0
4524,0,0
4525,832,1
4526,832,0
4527,832,0
4528,832,0
4529,832,0
4530,832,0
4531,4957,1
4532,1401,1
4533,1401,0
4534,1401,0
4535,0,0
4536,0,0
4537,0,0
4538,1215,1
4539,1215,0
4540,1215,0
4541,-8595,1
4542,-20279,1
4543,-16108,1
4544,-16108,0
4545,-16108,0
4546,-16108,0
4547,-16108,0
4548,-16108,0
4549,-16108,0
4550,-16108,0
4551,-13548,1
4552,-13548,0
4553,-13548,0
4554,-13548,0
4555,-13548,0
4556,-13548,0
4557,-13548,0
4558,-13548,0
4559,-11388,1
4560,-11388,0
4561,-11388,0
4562,-9085,1
4563,-9085,0
4564,-4315,1
4565,-4315,0
4566,-4315,0
4567,-4315,0
4568,-4315,0
4569,-4315,0
4570,1648,1
4571,1648,0
4572,1648,0
4573,1648,0
4574,1648,0
4575,1648,0
4576,1648,0
4577,-4592,1
4578,-2432,1
4579,-2432,0
4580,-2432,0
4581,-2432,0
4582,-2432,0
4583,1000,1
4584,1000,0
4585,1000,0
4586,1000,0
4587,1000,0
4588,1000,0
4589,1000,0
4590,1000,0
4591,1000,0
4592,1000,0
4593,1000,0
4594,1000,0
4595,1000,0
4596,2972,1
4597,2972,0
4598,2972,0
4599,6716,1
4600,6716,0
4601,6716,0
4602,6716,0
4603,6716,0
4604,12122,1
4605,12122,0
4606,16064,1
4607,16064,0
4608,15629,1
4609,15629,0
4610,15629,0
4611,15629,0
4612,15629,0
4613,15629,0
4614,15629,0
4615,11687,1
4616,19919,1
4617,19919,0
4618,19919,0
4619,19919,0
4620,19919,0
4621,12989,1
4622,12557,1
4623,12557,0
4624,12557,0
4625,6316,1
4626,8939,1
4627,2699,1
4628,2699,0
4629,-122,1
4630,-122,0
4631,-122,0
4632,-122,0
4633,-122,0
4634,-122,0
4635,-122,0
4636,-122,0
4637,-122,0
4638,-122,0
4639,-122,0
4640,-122,0
4641,-122,0
4642,-122,0
4643,-122,0
4644,-3882,1
4645,-3882,0
4646,-2202,1
4647,558,1
4648,-6192,1
4649,-6192,0
4650,-6192,0
4651,-7272,1
4652,-7272,0
4653,-7272,0
4654,-7272,0
4655,0,0
4656,0,0
4657,0,0
4658,7600,1
4659,7600,0
4660,7600,0
4661,6832,1
4662,6832,0
4663,6832,0
4664,6832,0
4665,-2184,1
4666,-2184,0
4667,-2184,0
4668,-2184,0
4669,2718,1
4670,2718,0
4671,2718,0
4672,12702,1
4673,12702,0
4674,12702,0
4675,12702,0
4676,12702,0
4677,12702,0
4678,6622,1
4679,6622,0
4680,6622,0
4681,3010,1
4682,3010,0
4683,3010,0
4684,3010,0
4685,3010,0
4686,10381,1
4687,11789,1
4688,11789,0
4689,11789,0
4690,12867,1
4691,10419,1
4692,10419,0
4693,10419,0
4694,13522,1
4695,13490,1
4696,13490,0
4697,13237,1
4698,13237,0
4699,13237,0
4700,13237,0
4701,13237,0
4702,13237,0
4703,13237,0
4704,8273,1
4705,8273,0
4706,8273,0
4707,8273,0
4708,8273,0
4709,2098,1
4710,2098,0
4711,2098,0
4712,2098,0
4713,2394,1
4714,410,1
4715,-2120,1
4716,-2120,0
4717,-2120,0
4718,-2120,0
4719,-2120,0
4720,-2120,0
4721,-2120,0
4722,-2120,0
4723,-2120,0
4724,-2120,0
4725,-2120,0
4726,-2120,0
4727,-2120,0
4728,-2120,0
4729,-2120,0
4730,-2120,0
4731,-2120,0
4732,-2120,0
4733,-2250,1
4734,-2250,0
4735,-2250,0
4736,-2250,0
4737,-2250,0
4738,-2250,0
4739,-4302,1
4740,-4302,0
4741,-4302,0
4742,-4302,0
4743,-987,1
4744,-987,0
4745,-987,0
4746,-987,0
4747,-987,0
4748,-987,0
4749,-987,0
4750,-987,0
4751,168,1
4752,168,0
4753,168,0
4754,168,0
4755,168,0
4756,2618,1
4757,44,1
4758,44,0
4759,-928,1
4760,-6346,1
4761,-6346,0
4762,-6346,0
4763,-5695,1
4764,-4003,1
4765,-4003,0
4766,-4345,1
4767,-4345,0
4768,-4345,0
4769,-9480,1
4770,-9480,0
4771,-9480,0
4772,-9480,0
4773,-9480,0
4774,-9480,0
4775,-9480,0
4776,-9480,0
4777,-9480,0
4778,-5062,1
4779,-5062,0
4780,-5647,1
4781,-10899,1
4782,-12509,1
4783,-12509,0
4784,-12509,0
4785,-19409,1
4786,-20419,1
4787,-20419,0
4788,-20419,0
4789,-15859,1
4790,-15859,0
4791,-15859,0
4792,-13633,1
4793,-13633,0
4794,-13633,0
4795,-13633,0
4796,-13633,0
4797,-13633,1
4798,-13633,0
4799,-13738,1
4800,-13738,0
4801,-13738,0
4802,-22058,1
4803,-22058,0
4804,-30194,1
4805,-30194,0
4806,-30194,0
4807,-30219,1
4808,-30219,0
4809,-30219,0
4810,-24439,1
4811,-24439,0
4812,-24439,0
4813,-24439,0
4814,-22360,1
4815,-22360,0
4816,-22360,0
4817,-22360,0
4818,-22360,0
4819,-22360,0
4820,-22360,0
4821,-22360,0
4822,-22360,0
4823,-22360,0
4824,-22360,0
4825,-19696,1
4826,-19696,0
4827,-19696,0
4828,-19696,0
4829,-19696,0
4830,0,0
4831,-1584,1
4832,-1584,0
4833,-1584,0
4834,-1584,0
4835,-5068,1
4836,-5799,1
4837,-5799,0
4838,0,0
4839,-808,1
4840,-808,1
4841,-1193,1
4842,-1193,0
4843,-11957,1
4844,-11957,0
4845,-11957,0
4846,-11957,0
4847,-11957,0
4848,0,0
4849,0,0
4850,0,0
4851,234,1
4852,234,0
4853,234,0
4854,234,0
4855,234,0
4856,172,1
4857,172,0
4858,-5303,1
4859,-5303,0
4860,-17703,1
4861,-17703,0
4862,-17703,0
4863,-17703,0
4864,-21213,1
4865,-21213,0
4866,-13653,1
4867,-13653,0
4868,-13653,0
4869,-13653,0
4870,-13653,0
4871,-13653,0
4872,-13653,0
4873,-13653,0
4874,-13653,0
4875,-8116,1
4876,-8116,1
4877,-4060,1
4878,-4060,0
4879,-4060,0
4880,-4060,0
4881,-4808,1
4882,-4808,0
4883,-4808,0
4884,-7508,1
4885,-7508,0
4886,-7508,0
4887,-7508,0
4888,-7508,0
4889,-7508,0
4890,-2724,1
4891,-2724,0
4892,-2724,0
4893,-5924,1
4894,-5924,0
4895,-5924,0
4896,-5924,0
4897,-5924,0
4898,-5924,0
4899,-5924,0
4900,2175,1
4901,2175,0
4902,2175,0
4903,2175,0
4904,1262,1
4905,1345,1
4906,-14280,1
4907,-14280,0
4908,0,0
4909,0,0
4910,114,1
4911,114,0
4912,114,0
4913,114,0
4914,114,0
4915,-5100,1
4916,-5100,0
4917,-5100,0
4918,-18660,1
4919,-18660,0
4920,-18660,0
4921,-18660,0
4922,-18660,0
4923,-18660,0
4924,-18660,0
4925,-18660,0
4926,-18660,0
4927,-18660,0
4928,-18660,0
4929,-17064,1
4930,-17944,1
4931,-25856,1
4932,-25856,0
4933,-25856,0
4934,-25856,0
4935,-25856,0
4936,-25856,0
4937,-37731,1
4938,-37731,0
4939,-22606,1
4940,-22606,0
4941,-22606,0
4942,-22606,0
4943,-26519,1
4944,-34023,1
4945,-34023,0
4946,-34023,0
4947,-36095,1
4948,-36095,0
4949,-36095,0
4950,-36722,1
4951,-36722,0
4952,-36722,0
4953,0,0
4954,0,0
4955,-1617,1
4956,-1617,0
4957,-1617,0
4958,-1617,0
4959,-1617,0
4960,-1617,0
4961,-1617,0
4962,-2577,1
4963,-2577,0
4964,-2577,0
4965,-7541,1
4966,-7541,0
4967,-6371,1
4968,-6371,0
4969,-6371,0
4970,-6371,0
4971,-6371,0
4972,-2339,1
4973,-12959,1
4974,-12959,0
4975,-12959,0
4976,-12959,0
4977,-13715,1
4978,-13715,0
4979,-13715,0
4980,-13715,0
4981,-13715,0
4982,-13715,0
4983,-13715,0
4984,-13391,1
4985,0,0
4986,0,0
4987,0,0
4988,0,0
4989,-144,1
4990,-144,0
4991,-144,0
4992,-144,0
4993,-144,0
4994,-144,0
4995,7608,1
4996,4530,1
4997,4530,0
4998,4530,0
4999,4530,0
5000,4530,0
5001,4530,0
5002,4530,0
5003,12282,1
5004,12282,0
5005,20718,1
5006,20718,0
5007,20718,0
5008,20718,0
5009,20718,0
5010,14562,1
5011,0,0
5012,0,0
5013,0,0
5014,560,1
5015,938,1
5016,938,0
5017,254,1
5018,254,0
5019,254,0
5020,1958,1
5021,6350,1
5022,6350,0
5023,6350,0
5024,4470,1
5025,4861,1
5026,0,0
5027,0,0
5028,-5568,1
5029,-5568,0
5030,-12353,1
5031,-12353,0
5032,-12181,1
5033,-12789,1
5034,-12789,0
5035,-12789,0
5036,-12789,0
5037,-12789,0
5038,-12789,0
5039,-12789,0
5040,-12789,0
5041,-12789,0
5042,-12789,0
5043,-12789,0
5044,-9669,1
5045,1755,1
5046,1755,0
5047,1755,0
5048,1755,0
5049,1755,0
5050,1755,0
5051,1755,0
5052,1755,0
5053,1755,0
5054,-2067,1
5055,-2067,0
5056,117,1
5057,117,0
5058,117,0
5059,117,0
5060,117,0
5061,562,1
5062,562,0
5063,0,0
5064,1242,1
5065,1242,0
5066,1242,0
5067,1242,0
5068,1655,1
5069,1590,1
5070,1100,1
5071,0,0
5072,0,0
5073,0,0
5074,6580,1
5075,6580,0
5076,6580,0
5077,6580,0
5078,6580,0
5079,6580,0
5080,6580,0
5081,6580,0
5082,6580,0
5083,6256,1
5084,6256,0
5085,6256,0
5086,6256,0
5087,6256,0
5088,6256,0
5089,6256,0
5090,6256,0
5091,6256,0
5092,6256,0
5093,6256,0
5094,6256,0
5095,6256,0
5096,-5044,1
5097,5241,1
5098,5241,0
5099,5241,0
5100,5241,0
5101,5241,0
5102,600,1
5103,600,0
5104,600,0
5105,600,0
5106,701,1
5107,5847,1
5108,5415,1
5109,5415,0
5110,3687,1
5111,3687,0
5112,3687,0
5113,3687,0
5114,3687,0
5115,3687,0
5116,12996,1
5117,21466,1
5118,21640,1
5119,21640,0
5120,28236,1
5121,28236,0
5122,26136,1
5123,26136,0
5124,26136,0
5125,26136,0
5126,26136,0
5127,26136,0
5128,26136,0
5129,30972,1
5130,30972,0
5131,30972,0
5132,30972,0
5133,30972,0
5134,0,0
5135,0,0
5136,0,0
5137,7968,1
5138,5284,1
5139,5284,0
5140,5284,0
5141,5284,0
5142,5284,0
5143,4024,1
5144,0,0
5145,0,0
5146,0,0
5147,0,0
5148,0,0
5149,-1716,1
5150,-1716,0
5151,-1716,0
5152,-3784,1
5153,-3784,0
5154,-3784,0
5155,-3784,0
5156,1316,1
5157,1316,0
5158,884,1
5159,884,0
5160,-3118,1
5161,-3118,0
5162,-3658,1
5163,-3658,0
5164,942,1
5165,942,0
5166,942,0
5167,942,0
5168,942,0
5169,942,0
5170,942,0
5171,-1508,1
5172,8491,1
5173,8491,0
5174,8491,0
5175,8491,0
5176,8491,0
5177,8491,0
5178,2221,1
5179,2221,0
5180,2221,0
5181,-2279,1
5182,-2279,0
5183,-2279,0
5184,-2279,0
5185,-2279,0
5186,-12373,1
5187,-12373,0
